Description,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Influenza A virus (A/Maryland/03/2023(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OR011046.1?report=genbank&log$=nucltop&blast_rank=12&RID=CWBU34UK016"",""OR011046.1"")"
"Influenza A virus (A/Florida/147/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OR010232.1?report=genbank&log$=nucltop&blast_rank=13&RID=CWBU34UK016"",""OR010232.1"")"
"Influenza A virus (A/California/31/2023(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OR009548.1?report=genbank&log$=nucltop&blast_rank=14&RID=CWBU34UK016"",""OR009548.1"")"
"Influenza A virus (A/Arizona/29/2023(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OR009308.1?report=genbank&log$=nucltop&blast_rank=15&RID=CWBU34UK016"",""OR009308.1"")"
"Influenza A virus (A/Human/New York City/PV63265/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ023643.1?report=genbank&log$=nucltop&blast_rank=16&RID=CWBU34UK016"",""OQ023643.1"")"
"Influenza A virus (A/United Kingdom/GSTT_IAV_ED87/2022(H3)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ764735.1?report=genbank&log$=nucltop&blast_rank=17&RID=CWBU34UK016"",""OQ764735.1"")"
"Influenza A virus (A/United Kingdom/GSTT_IAV_ED64/2023(H3)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ764631.1?report=genbank&log$=nucltop&blast_rank=18&RID=CWBU34UK016"",""OQ764631.1"")"
"Influenza A virus (A/United Kingdom/GSTT_IAV_ED29/2022(H3)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ764503.1?report=genbank&log$=nucltop&blast_rank=19&RID=CWBU34UK016"",""OQ764503.1"")"
"Influenza A virus (A/USA/10048793780/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ795926.1?report=genbank&log$=nucltop&blast_rank=20&RID=CWBU34UK016"",""OQ795926.1"")"
"Influenza A virus (A/Georgia/04/2023(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ669513.1?report=genbank&log$=nucltop&blast_rank=21&RID=CWBU34UK016"",""OQ669513.1"")"
"Influenza A virus (A/Utah/86/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ667245.1?report=genbank&log$=nucltop&blast_rank=22&RID=CWBU34UK016"",""OQ667245.1"")"
"Influenza A virus (A/Utah/02/2023(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ667173.1?report=genbank&log$=nucltop&blast_rank=23&RID=CWBU34UK016"",""OQ667173.1"")"
"Influenza A virus (A/Nevada/05/2023(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ666365.1?report=genbank&log$=nucltop&blast_rank=24&RID=CWBU34UK016"",""OQ666365.1"")"
"Influenza A virus (A/Tennessee/63/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ664226.1?report=genbank&log$=nucltop&blast_rank=25&RID=CWBU34UK016"",""OQ664226.1"")"
"Influenza A virus (A/Nevada/44/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ663826.1?report=genbank&log$=nucltop&blast_rank=26&RID=CWBU34UK016"",""OQ663826.1"")"
"Influenza A virus (A/Rheinland-Pfalz/USAFSAM-14056/2023(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ507067.1?report=genbank&log$=nucltop&blast_rank=27&RID=CWBU34UK016"",""OQ507067.1"")"
"Influenza A virus (A/Massachusetts/43/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ461226.1?report=genbank&log$=nucltop&blast_rank=28&RID=CWBU34UK016"",""OQ461226.1"")"
"Influenza A virus (A/Idaho/83/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ461010.1?report=genbank&log$=nucltop&blast_rank=29&RID=CWBU34UK016"",""OQ461010.1"")"
"Influenza A virus genome assembly, segment: 1",4205,4205,100%,0.0,99.96,2341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX436805.1?report=genbank&log$=nucltop&blast_rank=30&RID=CWBU34UK016"",""OX436805.1"")"
"Influenza A virus (A/Rheinland-Pfalz/USAFSAM-13953/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ368258.1?report=genbank&log$=nucltop&blast_rank=31&RID=CWBU34UK016"",""OQ368258.1"")"
"Influenza A virus (A/Rheinland-Pfalz/USAFSAM-13879/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ367866.1?report=genbank&log$=nucltop&blast_rank=32&RID=CWBU34UK016"",""OQ367866.1"")"
"Influenza A virus (A/Rheinland-Pfalz/USAFSAM-13875/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ367842.1?report=genbank&log$=nucltop&blast_rank=33&RID=CWBU34UK016"",""OQ367842.1"")"
"Influenza A virus (A/Rheinland-Pfalz/USAFSAM-13861/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ367778.1?report=genbank&log$=nucltop&blast_rank=34&RID=CWBU34UK016"",""OQ367778.1"")"
"Influenza A virus (A/Hessen/USAFSAM-13952/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ367370.1?report=genbank&log$=nucltop&blast_rank=35&RID=CWBU34UK016"",""OQ367370.1"")"
"Influenza A virus (A/Rheinland-Pfalz/USAFSAM-13898/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ367273.1?report=genbank&log$=nucltop&blast_rank=36&RID=CWBU34UK016"",""OQ367273.1"")"
"Influenza A virus (A/Rheinland-Pfalz/USAFSAM-13866/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ367270.1?report=genbank&log$=nucltop&blast_rank=37&RID=CWBU34UK016"",""OQ367270.1"")"
"Influenza A virus (A/Rheinland-Pfalz/USAFSAM-13730/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ317702.1?report=genbank&log$=nucltop&blast_rank=38&RID=CWBU34UK016"",""OQ317702.1"")"
"Influenza A virus (A/Rheinland-Pfalz/USAFSAM-13697/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ317510.1?report=genbank&log$=nucltop&blast_rank=39&RID=CWBU34UK016"",""OQ317510.1"")"
"Influenza A virus (A/Rheinland-Pfalz/USAFSAM-13680/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ317390.1?report=genbank&log$=nucltop&blast_rank=40&RID=CWBU34UK016"",""OQ317390.1"")"
"Influenza A virus (A/Rheinland-Pfalz/USAFSAM-13737/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ316926.1?report=genbank&log$=nucltop&blast_rank=41&RID=CWBU34UK016"",""OQ316926.1"")"
"Influenza A virus (A/South Carolina/USAFSAM-13639/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ249433.1?report=genbank&log$=nucltop&blast_rank=42&RID=CWBU34UK016"",""OQ249433.1"")"
"Influenza A virus (A/Rheinland-Pfalz/USAFSAM-13573/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ248908.1?report=genbank&log$=nucltop&blast_rank=43&RID=CWBU34UK016"",""OQ248908.1"")"
"Influenza A virus (A/Rheinland-Pfalz/USAFSAM-13555/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ248904.1?report=genbank&log$=nucltop&blast_rank=44&RID=CWBU34UK016"",""OQ248904.1"")"
"Influenza A virus (A/Wyoming/17/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ247770.1?report=genbank&log$=nucltop&blast_rank=45&RID=CWBU34UK016"",""OQ247770.1"")"
"Influenza A virus (A/Wisconsin/84/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ247762.1?report=genbank&log$=nucltop&blast_rank=46&RID=CWBU34UK016"",""OQ247762.1"")"
"Influenza A virus (A/Washington/59/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ247650.1?report=genbank&log$=nucltop&blast_rank=47&RID=CWBU34UK016"",""OQ247650.1"")"
"Influenza A virus (A/Wisconsin/48/2022(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",4205,4205,100%,0.0,99.96,2316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ202835.1?report=genbank&log$=nucltop&blast_rank=48&RID=CWBU34UK016"",""OQ202835.1"")"
"Influenza A virus genome assembly, segment: 1",4205,4205,100%,0.0,99.96,2341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX411477.1?report=genbank&log$=nucltop&blast_rank=49&RID=CWBU34UK016"",""OX411477.1"")"
"Influenza A virus genome assembly, segment: 1",4205,4205,100%,0.0,99.96,2341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX411413.1?report=genbank&log$=nucltop&blast_rank=50&RID=CWBU34UK016"",""OX411413.1"")"



		


