Description,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Influenza A virus (A/Michigan/60/2022(H3N2)) segment 5 nucleocapsid protein (NP) gene, complete cds",2760,2760,100%,0.0,99.93,1542,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ233496.1?report=genbank&log$=nucltop&blast_rank=16&RID=CWE8N9HM013"",""OQ233496.1"")"
"Influenza A virus (A/Georgia/29/2022(H3N2)) segment 5 nucleocapsid protein (NP) gene, complete cds",2760,2760,100%,0.0,99.93,1541,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ233130.1?report=genbank&log$=nucltop&blast_rank=17&RID=CWE8N9HM013"",""OQ233130.1"")"
"Influenza A virus genome assembly, segment: 5",2760,2760,100%,0.0,99.93,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX411494.1?report=genbank&log$=nucltop&blast_rank=18&RID=CWE8N9HM013"",""OX411494.1"")"
"Influenza A virus genome assembly, segment: 5",2760,2760,100%,0.0,99.93,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX411417.1?report=genbank&log$=nucltop&blast_rank=19&RID=CWE8N9HM013"",""OX411417.1"")"
"Influenza A virus genome assembly, segment: 5",2760,2760,100%,0.0,99.93,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX411409.1?report=genbank&log$=nucltop&blast_rank=20&RID=CWE8N9HM013"",""OX411409.1"")"
"Influenza A virus (A/WA/44633/2022(H3N2)) segment 5 nucleocapsid protein (NP) gene, complete cds",2760,2760,100%,0.0,99.93,1555,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ180200.1?report=genbank&log$=nucltop&blast_rank=21&RID=CWE8N9HM013"",""OQ180200.1"")"
"Influenza A virus genome assembly, segment: 5",2760,2760,100%,0.0,99.93,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX393833.1?report=genbank&log$=nucltop&blast_rank=22&RID=CWE8N9HM013"",""OX393833.1"")"
"Influenza A virus genome assembly, segment: 5",2760,2760,100%,0.0,99.93,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX393819.1?report=genbank&log$=nucltop&blast_rank=23&RID=CWE8N9HM013"",""OX393819.1"")"
"Influenza A virus genome assembly, segment: 5",2760,2760,100%,0.0,99.93,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX393812.1?report=genbank&log$=nucltop&blast_rank=24&RID=CWE8N9HM013"",""OX393812.1"")"
"Influenza A virus genome assembly, segment: 5",2760,2760,100%,0.0,99.93,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX393781.1?report=genbank&log$=nucltop&blast_rank=25&RID=CWE8N9HM013"",""OX393781.1"")"
"Influenza A virus genome assembly, segment: 5",2760,2760,100%,0.0,99.93,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX387139.1?report=genbank&log$=nucltop&blast_rank=26&RID=CWE8N9HM013"",""OX387139.1"")"
"Influenza A virus genome assembly, segment: 5",2760,2760,100%,0.0,99.93,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX387120.1?report=genbank&log$=nucltop&blast_rank=27&RID=CWE8N9HM013"",""OX387120.1"")"
"Influenza A virus (A/Rheinland-Pfalz/USAFSAM-13446/2022(H3N2)) segment 5 nucleocapsid protein (NP) gene, complete cds",2760,2760,100%,0.0,99.93,1497,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP939066.1?report=genbank&log$=nucltop&blast_rank=28&RID=CWE8N9HM013"",""OP939066.1"")"
"Influenza A virus genome assembly, segment: 5",2760,2760,100%,0.0,99.93,1567,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX377549.1?report=genbank&log$=nucltop&blast_rank=29&RID=CWE8N9HM013"",""OX377549.1"")"
"Influenza A virus (A/New York/21/2023(H3N2)) segment 5 nucleocapsid protein (NP) gene, complete cds",2756,2756,100%,0.0,99.87,1541,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OR201783.1?report=genbank&log$=nucltop&blast_rank=30&RID=CWE8N9HM013"",""OR201783.1"")"
"Influenza A virus (A/Maryland/03/2023(H3N2)) segment 5 nucleocapsid protein (NP) gene, complete cds",2756,2756,100%,0.0,99.87,1541,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OR011050.1?report=genbank&log$=nucltop&blast_rank=31&RID=CWE8N9HM013"",""OR011050.1"")"
"Influenza A virus genome assembly, segment: 5",2754,2754,100%,0.0,99.87,1567,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OY284393.1?report=genbank&log$=nucltop&blast_rank=32&RID=CWE8N9HM013"",""OY284393.1"")"
"Influenza A virus genome assembly, segment: 5",2754,2754,100%,0.0,99.87,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OY284322.1?report=genbank&log$=nucltop&blast_rank=33&RID=CWE8N9HM013"",""OY284322.1"")"
"Influenza A virus genome assembly, segment: 5",2754,2754,100%,0.0,99.87,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OY284237.1?report=genbank&log$=nucltop&blast_rank=34&RID=CWE8N9HM013"",""OY284237.1"")"
"Influenza A virus genome assembly, segment: 5",2754,2754,100%,0.0,99.87,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OY284189.1?report=genbank&log$=nucltop&blast_rank=35&RID=CWE8N9HM013"",""OY284189.1"")"
"Influenza A virus genome assembly, segment: 5",2754,2754,100%,0.0,99.87,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OY284032.1?report=genbank&log$=nucltop&blast_rank=36&RID=CWE8N9HM013"",""OY284032.1"")"
"Influenza A virus genome assembly, segment: 5",2754,2754,100%,0.0,99.87,1567,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OY283931.1?report=genbank&log$=nucltop&blast_rank=37&RID=CWE8N9HM013"",""OY283931.1"")"
"Influenza A virus genome assembly, segment: 5",2754,2754,100%,0.0,99.87,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OY283883.1?report=genbank&log$=nucltop&blast_rank=38&RID=CWE8N9HM013"",""OY283883.1"")"
"Influenza A virus genome assembly, segment: 5",2754,2754,100%,0.0,99.87,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OY283852.1?report=genbank&log$=nucltop&blast_rank=39&RID=CWE8N9HM013"",""OY283852.1"")"
"Influenza A virus genome assembly, segment: 5",2754,2754,100%,0.0,99.87,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OY283733.1?report=genbank&log$=nucltop&blast_rank=40&RID=CWE8N9HM013"",""OY283733.1"")"
"Influenza A virus genome assembly, segment: 5",2754,2754,100%,0.0,99.87,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OY283708.1?report=genbank&log$=nucltop&blast_rank=41&RID=CWE8N9HM013"",""OY283708.1"")"
"Influenza A virus genome assembly, segment: 5",2754,2754,100%,0.0,99.87,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OY283475.1?report=genbank&log$=nucltop&blast_rank=42&RID=CWE8N9HM013"",""OY283475.1"")"
"Influenza A virus genome assembly, segment: 5",2754,2754,100%,0.0,99.87,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OY283114.1?report=genbank&log$=nucltop&blast_rank=43&RID=CWE8N9HM013"",""OY283114.1"")"
"Influenza A virus genome assembly, segment: 5",2754,2754,100%,0.0,99.87,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OY283066.1?report=genbank&log$=nucltop&blast_rank=44&RID=CWE8N9HM013"",""OY283066.1"")"
"Influenza A virus genome assembly, segment: 5",2754,2754,100%,0.0,99.87,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OY282990.1?report=genbank&log$=nucltop&blast_rank=45&RID=CWE8N9HM013"",""OY282990.1"")"
"Influenza A virus genome assembly, segment: 5",2754,2754,100%,0.0,99.87,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OY282893.1?report=genbank&log$=nucltop&blast_rank=46&RID=CWE8N9HM013"",""OY282893.1"")"
"Influenza A virus genome assembly, segment: 5",2754,2754,100%,0.0,99.87,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OY282880.1?report=genbank&log$=nucltop&blast_rank=47&RID=CWE8N9HM013"",""OY282880.1"")"
"Influenza A virus genome assembly, segment: 5",2754,2754,100%,0.0,99.87,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OY282829.1?report=genbank&log$=nucltop&blast_rank=48&RID=CWE8N9HM013"",""OY282829.1"")"
"Influenza A virus genome assembly, segment: 5",2754,2754,100%,0.0,99.87,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OY282810.1?report=genbank&log$=nucltop&blast_rank=49&RID=CWE8N9HM013"",""OY282810.1"")"
"Influenza A virus (A/Texas/11/2023(H3N2)) segment 5 nucleocapsid protein (NP) gene, complete cds",2754,2754,100%,0.0,99.87,1541,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OR202015.1?report=genbank&log$=nucltop&blast_rank=50&RID=CWE8N9HM013"",""OR202015.1"")"



		


